32 42496 31232 34560 7680 20224 7936 24064 17664 23296 13568 9728 35840 61184 22528 36608 55296 39424 33280 3584 55808 15872 15616 24576 14080 13312 36864 11264 18688 20480 41728
64 59648 49920 123904 195072 63232 111872 109312 133632 58880 148736 380160 89856 218368 140800 114688 38912 43776 100608 218112 110848 88832 123392 82688 109568 78336 87808 119296 80896 108544 90624
